"Cat","Species","Dxy","Chrom"
"Collinear","LOWvPSE",0.040263829889704,"chr2"
"Collinear","LOWvPSE",0.0252712884902455,"chr2"
"Collinear","LOWvPSE",0.0264480022323751,"chr2"
"Collinear","LOWvPSE",0.0366996357625985,"chr2"
"Collinear","LOWvPSE",0.0376575497417923,"chr2"
"Collinear","LOWvPSE",0.0345388890476179,"chr2"
"Collinear","LOWvPSE",0.034301773934146,"chr2"
"Collinear","LOWvPSE",0.0329431260219573,"chr2"
"Collinear","LOWvPSE",0.027940160204104,"chr2"
"Collinear","LOWvPSE",0.0253223417810871,"chr2"
"Collinear","LOWvPSE",0.0349023059826366,"chr2"
"Collinear","LOWvPSE",0.025095809472866,"chr2"
"Collinear","LOWvPSE",0.0297749500624632,"chr2"
"Collinear","LOWvPSE",0.0298671493274875,"chr2"
"Collinear","LOWvPSE",0.0299520205870958,"chr2"
"Collinear","LOWvPSE",0.027456275226158,"chr2"
"Collinear","LOWvPSE",0.029915174765029,"chr2"
"Collinear","LOWvPSE",0.0368190886713055,"chr2"
"Collinear","LOWvPSE",0.0362958777512284,"chr2"
"Collinear","LOWvPSE",0.0330240641678151,"chr2"
"Collinear","LOWvPSE",0.0265757071636232,"chr2"
"Collinear","LOWvPSE",0.0385271957725966,"chr2"
"Collinear","LOWvPSE",0.0336615299112338,"chr2"
"Collinear","LOWvPSE",0.0345791307074395,"chr2"
"Collinear","LOWvPSE",0.0332649857950653,"chr2"
"Collinear","LOWvPSE",0.0322299152502543,"chr2"
"Collinear","LOWvPSE",0.0336023982101495,"chr2"
"Collinear","LOWvPSE",0.0249630064792271,"chr2"
"Collinear","LOWvPSE",0.0300750185231017,"chr2"
"Collinear","LOWvPSE",0.0308645309533466,"chr2"
"Collinear","LOWvPSE",0.0374547183826497,"chr2"
"Collinear","LOWvPSE",0.0372810713738797,"chr2"
"Collinear","LOWvPSE",0.0335644489897259,"chr2"
"Collinear","LOWvPSE",0.0358125881043991,"chr2"
"Collinear","LOWvPSE",0.0346409021138536,"chr2"
"Collinear","LOWvPSE",0.0367018017452841,"chr2"
"Collinear","LOWvPSE",0.0259399553608804,"chr2"
"Collinear","LOWvPSE",0.0224574092917307,"chr2"
"Collinear","LOWvPSE",0.0250775450024774,"chr2"
"Collinear","LOWvPSE",0.036601080975888,"chr2"
"Collinear","LOWvPSE",0.0313988222925107,"chr2"
"Collinear","LOWvPSE",0.0374350841434333,"chr2"
"Collinear","LOWvPSE",0.0376256469217584,"chr2"
"Collinear","LOWvPSE",0.0345068104421136,"chr2"
"Collinear","LOWvPSE",0.0429044684917445,"chr2"
"Collinear","LOWvPSE",0.0302331631426323,"chr2"
"Collinear","LOWvPSE",0.0340315133283525,"chr2"
"Collinear","LOWvPSE",0.030861985067712,"chr2"
"Collinear","LOWvPSE",0.0276388208031273,"chr2"
"Collinear","LOWvPSE",0.0237467500740924,"chr2"
"Collinear","LOWvPSE",0.0306635371262586,"chr2"
"Collinear","LOWvPSE",0.0324522065419919,"chr2"
"Collinear","LOWvPSE",0.029749559065404,"chr2"
"Collinear","LOWvPSE",0.0345300773968274,"chr2"
"Collinear","LOWvPSE",0.0330496544859167,"chr2"
"Collinear","LOWvPSE",0.0333296084918461,"chr2"
"Collinear","LOWvPSE",0.028928925391037,"chr2"
"Collinear","LOWvPSE",0.0312782928402363,"chr2"
"Collinear","LOWvPSE",0.0289002071672208,"chr2"
"Collinear","LOWvPSE",0.0341355510309723,"chr2"
"Collinear","LOWvPSE",0.0233427728907444,"chr2"
"Collinear","LOWvPSE",0.0306143084796376,"chr2"
"Collinear","LOWvPSE",0.0344888583099524,"chr2"
"Collinear","LOWvPSE",0.0340575829519826,"chr2"
"Collinear","LOWvPSE",0.0434927249640965,"chr2"
"Collinear","LOWvPSE",0.0412124510049943,"chr2"
"Collinear","LOWvPSE",0.0275463151031429,"chr2"
"Collinear","LOWvPSE",0.0359781692699553,"chr2"
"Collinear","LOWvPSE",0.032586008869602,"chr2"
"Collinear","LOWvPSE",0.0343845287521332,"chr2"
"Collinear","LOWvPSE",0.0276085162744902,"chr2"
"Collinear","LOWvPSE",0.0359792557617033,"chr2"
"Collinear","LOWvPSE",0.039906677552436,"chr2"
"Collinear","LOWvPSE",0.0360351924343943,"chr2"
"Collinear","LOWvPSE",0.0343536818027741,"chr2"
"Collinear","LOWvPSE",0.0340941129834948,"chr2"
"Collinear","LOWvPSE",0.0333530964062406,"chr2"
"Collinear","LOWvPSE",0.0326735760731701,"chr2"
"Collinear","LOWvPSE",0.0338680933526537,"chr2"
"Collinear","LOWvPSE",0.0337602213156991,"chr2"
"Collinear","LOWvPSE",0.0391454774544212,"chr2"
"Collinear","LOWvPSE",0.0401580392018343,"chr2"
"Collinear","LOWvPSE",0.0387322052797594,"chr2"
"Collinear","LOWvPSE",0.0311370786147804,"chr2"
"Collinear","LOWvPSE",0.0290430778594762,"chr2"
"Collinear","LOWvPSE",0.0311700486735278,"chr2"
"Collinear","LOWvPSE",0.0307301830996408,"chr2"
"Collinear","LOWvPSE",0.037940744162922,"chr2"
"Collinear","LOWvPSE",0.0337090415381797,"chr2"
"Collinear","LOWvPSE",0.0320116296167932,"chr2"
"Collinear","LOWvPSE",0.0323273746597276,"chr2"
"Collinear","LOWvPSE",0.0371504892232596,"chr2"
"Collinear","LOWvPSE",0.0422859905022889,"chr2"
"Collinear","LOWvPSE",0.0395366322674743,"chr2"
"Collinear","LOWvPSE",0.0451020248549717,"chr2"
"Collinear","LOWvPSE",0.040549907014663,"chr2"
"Collinear","LOWvPSE",0.0369291711134603,"chr2"
"Collinear","LOWvPSE",0.0332885538319287,"chr2"
"Collinear","LOWvPSE",0.0378112325510107,"chr2"
"Collinear","LOWvPSE",0.0313483265762661,"chr2"
"Collinear","LOWvPSE",0.000105725298652623,"chr2"
"Collinear","LOWvPSE",0.0381130060826079,"chr2"
"Collinear","LOWvPSE",0.0353323324083767,"chr2"
"Collinear","LOWvPSE",0.0351469741440134,"chr2"
"Collinear","LOWvPSE",0.0338482366001227,"chr2"
"Collinear","LOWvPSE",0.0345380198671842,"chr2"
"Collinear","LOWvPSE",0.0378384733902481,"chr2"
"Collinear","LOWvPSE",0.0335365251091099,"chr2"
"Collinear","LOWvPSE",0.0387442778137741,"chr2"
"Collinear","LOWvPSE",0.0354260802987733,"chr2"
"Collinear","LOWvPSE",0.0291712396078491,"chr2"
"Collinear","LOWvPSE",0.0346464700072327,"chr2"
"Collinear","LOWvPSE",0.03335092869459,"chr2"
"Collinear","LOWvPSE",0.0389817034917707,"chr2"
"Collinear","LOWvPSE",0.0381602593436824,"chr2"
"Collinear","LOWvPSE",0.0412222068993788,"chr2"
"Collinear","LOWvPSE",0.0371864822068618,"chr2"
"Collinear","LOWvPSE",0.0357509667059752,"chr2"
"Collinear","LOWvPSE",0.0346361905727897,"chr2"
"Collinear","LOWvPSE",0.0410446719536994,"chr2"
"Collinear","LOWvPSE",0.0326905081441159,"chr2"
"Collinear","LOWvPSE",0.0339217407163014,"chr2"
"Collinear","LOWvPSE",0.0287381552442088,"chr2"
"Collinear","LOWvPSE",0.0281602464248965,"chr2"
"Collinear","LOWvPSE",0.027959283965487,"chr2"
"Collinear","LOWvPSE",0.0289144595039861,"chr2"
"Collinear","LOWvPSE",0.0302291675705306,"chr2"
"Collinear","LOWvPSE",0.0346068517649037,"chr2"
"Collinear","LOWvPSE",0.0312136417023675,"chr2"
"Collinear","LOWvPSE",0.0338420775389026,"chr2"
"Collinear","LOWvPSE",0.032193874216573,"chr2"
"Collinear","LOWvPSE",0.0366948946143954,"chr2"
"Collinear","LOWvPSE",0.0271889427736012,"chr2"
"Collinear","LOWvPSE",0.0343036478970545,"chr2"
"Collinear","LOWvPSE",0.0406831348469583,"chr2"
"Collinear","LOWvPSE",0.0314001826150386,"chr2"
"Collinear","LOWvPSE",0.0335962823001338,"chr2"
"Collinear","LOWvPSE",0.0396041585070433,"chr2"
"Collinear","LOWvPSE",0.0379904405178699,"chr2"
"Collinear","LOWvPSE",0.0290642115009234,"chr2"
"Collinear","LOWvPSE",0.0350567927111601,"chr2"
"Collinear","LOWvPSE",0.0280930889323826,"chr2"
"Collinear","LOWvPSE",0.0346420121965461,"chr2"
"Collinear","LOWvPSE",0.0347351635004951,"chr2"
"Collinear","LOWvPSE",0.0263950638289329,"chr2"
"Collinear","LOWvPSE",0.0279265058324102,"chr2"
"Collinear","LOWvPSE",0.0373992896486585,"chr2"
"Collinear","LOWvPSE",0.0324227254655768,"chr2"
"Collinear","LOWvPSE",0.0366692980594925,"chr2"
"Collinear","LOWvPSE",0.0375460514312816,"chr2"
"Collinear","LOWvPSE",0.0323010499793437,"chr2"
"Collinear","LOWvPSE",0.0285397906323374,"chr2"
"Collinear","LOWvPSE",0.0338001052782213,"chr2"
"Collinear","LOWvPSE",0.0364052684637691,"chr2"
"Collinear","LOWvPSE",0.0333164204216227,"chr2"
"Collinear","LOWvPSE",0.0289186527266255,"chr2"
"Collinear","LOWvPSE",0.0371631748628867,"chr2"
"Collinear","LOWvPSE",0.0354741851009791,"chr2"
"Collinear","LOWvPSE",0.0324886680163554,"chr2"
"Collinear","LOWvPSE",0.0409381166533164,"chr2"
"Collinear","LOWvPSE",0.0364549433704625,"chr2"
"Collinear","LOWvPSE",0.038327153165417,"chr2"
"Collinear","LOWvPSE",0.035863914828763,"chr2"
"Collinear","LOWvPSE",0.0359515701887011,"chr2"
"Collinear","LOWvPSE",0.0305847654598727,"chr2"
"Collinear","LOWvPSE",0.0290686564226705,"chr2"
"Collinear","LOWvPSE",0.0300887110414731,"chr2"
"Collinear","LOWvPSE",0.0376482480716247,"chr2"
"Collinear","LOWvPSE",0.031365082988594,"chr2"
"Collinear","LOWvPSE",0.0301220160621139,"chr2"
"Collinear","LOWvPSE",0.0282213630056122,"chr2"
"Collinear","LOWvPSE",0.0321000159670809,"chr2"
"Collinear","LOWvPSE",0.0320028774813003,"chr2"
"Collinear","LOWvPSE",0.0334576321489194,"chr2"
"Collinear","LOWvPSE",0.0345822888858235,"chr2"
"Collinear","LOWvPSE",0.0333670689959392,"chr2"
"Collinear","LOWvPSE",0.0316627976793133,"chr2"
"Collinear","LOWvPSE",0.0307843473347872,"chr2"
"Collinear","LOWvPSE",0.0322073752378747,"chr2"
"Collinear","LOWvPSE",0.0299339711139419,"chr2"
"Collinear","LOWvPSE",0.0291557681776986,"chr2"
"Collinear","LOWvPSE",0.0336292607020334,"chr2"
"Collinear","LOWvPSE",0.0305689229955427,"chr2"
"Collinear","LOWvPSE",0.0261820928556874,"chr2"
"Collinear","LOWvPSE",0.00821438662465257,"chr2"
"Collinear","LOWvPSE",0.019370325380706,"chr2"
"Collinear","LOWvPSE",0.0223150783921871,"chr2"
"Collinear","LOWvPSE",0.0285615312662763,"chr2"
"Collinear","LOWvPSE",0.0244750753715645,"chr2"
"Collinear","LOWvPSE",0.0315580754810574,"chr2"
"Collinear","LOWvPSE",0.0329231837999864,"chr2"
"Collinear","LOWvPSE",0.0333348665653831,"chr2"
"Collinear","LOWvPSE",0.0260660364433895,"chr2"
"Collinear","LOWvPSE",0.0338170770695488,"chr2"
"Collinear","LOWvPSE",0.0348260251216633,"chr2"
"Collinear","LOWvPSE",0.0326604218409235,"chr2"
"Collinear","LOWvPSE",0.0356343764193062,"chr2"
"Collinear","LOWvPSE",0.0367848463381766,"chr2"
"Collinear","LOWvPSE",0.0339614593219014,"chr2"
"Collinear","LOWvPSE",0.0303494044442323,"chr2"
"Collinear","LOWvPSE",0.0363108046850717,"chr2"
"Collinear","LOWvPSE",0.0298914673133518,"chr2"
"Collinear","LOWvPSE",0.0282901609698454,"chr2"
"Collinear","LOWvPSE",0.0267823070404762,"chr2"
"Collinear","LOWvPSE",0.0387509264156956,"chr2"
"Collinear","LOWvPSE",0.0277338232972038,"chr2"
"Collinear","LOWvPSE",0.0367784583783214,"chr2"
"Collinear","LOWvPSE",0.0345866178358016,"chr2"
"Collinear","LOWvPSE",0.0368829505193966,"chr2"
"Collinear","LOWvPSE",0.0298779857149272,"chr2"
"Collinear","LOWvPSE",0.0268713746074121,"chr2"
"Collinear","LOWvPSE",0.0341444316377537,"chr2"
"Collinear","LOWvPSE",0.0357369559688492,"chr2"
"Collinear","LOWvPSE",0.032642573871939,"chr2"
"Collinear","LOWvPSE",0.0375425117220808,"chr2"
"Collinear","LOWvPSE",0.037624791381783,"chr2"
"Collinear","LOWvPSE",0.0401452006218411,"chr2"
"Collinear","LOWvPSE",0.0349671767706673,"chr2"
"Collinear","LOWvPSE",0.0313058826617408,"chr2"
"Collinear","LOWvPSE",0.0350550965605005,"chr2"
"Collinear","LOWvPSE",0.0288114023117829,"chr2"
"Collinear","LOWvPSE",0.0282708415488033,"chr2"
"Collinear","LOWvPSE",0.0308175096240942,"chr2"
"Collinear","LOWvPSE",0.0394613618019526,"chr2"
"Collinear","LOWvPSE",0.0288698207873009,"chr2"
"Collinear","LOWvPSE",0.0355948837436539,"chr2"
"Collinear","LOWvPSE",0.0370485655619176,"chr2"
"Collinear","LOWvPSE",0.0273173131975792,"chr2"
"Collinear","LOWvPSE",0.0304967306727332,"chr2"
"Collinear","LOWvPSE",0.0328489716610644,"chr2"
"Collinear","LOWvPSE",0.0314294614148335,"chr2"
"Collinear","LOWvPSE",0.0279312201148106,"chr2"
"Collinear","LOWvPSE",0.0269326868178351,"chr2"
"Collinear","LOWvPSE",0.030686664683688,"chr2"
"Collinear","LOWvPSE",0.0380035337578784,"chr2"
"Collinear","LOWvPSE",0.0350377314306645,"chr2"
"Collinear","LOWvPSE",0.0314645387592089,"chr2"
"Collinear","LOWvPSE",0.0348341912147,"chr2"
"Collinear","LOWvPSE",0.0377355180673607,"chr2"
"Collinear","LOWvPSE",0.0378730524803947,"chr2"
"Collinear","LOWvPSE",0.0372228185133103,"chr2"
"Collinear","LOWvPSE",0.0322070551832492,"chr2"
"Collinear","LOWvPSE",0.0412637458296994,"chr2"
"Collinear","LOWvPSE",0.0303344733924751,"chr2"
"Collinear","LOWvPSE",0.0369065322965902,"chr2"
"Collinear","LOWvPSE",0.0389188951003161,"chr2"
"Collinear","LOWvPSE",0.0322757894388418,"chr2"
"Collinear","LOWvPSE",0.0358077551217414,"chr2"
"Collinear","LOWvBOG",0.0397031828904326,"chr4"
"Collinear","LOWvBOG",0.0377643782233274,"chr4"
"Collinear","LOWvBOG",0.0407487721519452,"chr4"
"Collinear","LOWvBOG",0.039765180283128,"chr4"
"Collinear","LOWvBOG",0.0430633654707278,"chr4"
"Collinear","LOWvBOG",0.0504554009966496,"chr4"
"Collinear","LOWvBOG",0.0343081663240659,"chr4"
"Collinear","LOWvBOG",0.0469640218508941,"chr4"
"Collinear","LOWvBOG",0.0352195451060766,"chr4"
"Collinear","LOWvBOG",0.0415158423307317,"chr4"
"Collinear","LOWvBOG",0.0378965218752041,"chr4"
"Collinear","LOWvBOG",0.0363834657699872,"chr4"
"Collinear","LOWvBOG",0.0472238223351229,"chr4"
"Collinear","LOWvBOG",0.0402496252622288,"chr4"
"Collinear","LOWvBOG",0.0399190797186496,"chr4"
"Collinear","LOWvBOG",0.0347084051451418,"chr4"
"Collinear","LOWvBOG",0.0312955692940652,"chr4"
"Collinear","LOWvBOG",0.0395046870478323,"chr4"
"Collinear","LOWvBOG",0.0390022885439853,"chr4"
"Collinear","LOWvBOG",0.0414312039449139,"chr4"
"Collinear","LOWvBOG",0.0374927747951003,"chr4"
"Collinear","LOWvBOG",0.0315421887898793,"chr4"
"Collinear","LOWvBOG",0.0364833812336613,"chr4"
"Collinear","LOWvBOG",0.0366244647249939,"chr4"
"Collinear","LOWvBOG",0.0419720297354337,"chr4"
"Collinear","LOWvBOG",0.0324495783872404,"chr4"
"Collinear","LOWvBOG",0.0371789511943723,"chr4"
"Collinear","LOWvBOG",0.0397285205653364,"chr4"
"Collinear","LOWvBOG",0.0395349402303619,"chr4"
"Collinear","LOWvBOG",0.0415858208990832,"chr4"
"Collinear","LOWvBOG",0.0450185675637739,"chr4"
"Collinear","LOWvBOG",0.0435271737477125,"chr4"
"Collinear","LOWvBOG",0.0465192620040536,"chr4"
"Collinear","LOWvBOG",0.0405361035540035,"chr4"
"Collinear","LOWvBOG",0.0384060887834393,"chr4"
"Collinear","LOWvBOG",0.0386025436056535,"chr4"
"Collinear","LOWvBOG",0.0405635233484824,"chr4"
"Collinear","LOWvBOG",0.0389307999569332,"chr4"
"Collinear","LOWvBOG",0.0419950548160324,"chr4"
"Collinear","LOWvBOG",0.00551152791671681,"chr4"
"Collinear","LOWvBOG",0,"chr4"
"Collinear","LOWvBOG",0.0177469653184363,"chr4"
"Collinear","LOWvBOG",0.0367012853251028,"chr4"
"Collinear","LOWvBOG",0.0473536929008154,"chr4"
"Collinear","LOWvBOG",0.0389515712382833,"chr4"
"Collinear","LOWvBOG",0.0355613302549487,"chr4"
"Collinear","LOWvBOG",0.0373632635824049,"chr4"
"Collinear","LOWvBOG",0.0393142953975499,"chr4"
"Collinear","LOWvBOG",0.0289798505876563,"chr4"
"Collinear","LOWvBOG",0.0377371012690072,"chr4"
"Collinear","LOWvBOG",0.0370061844458438,"chr4"
"Collinear","LOWvBOG",0.038178256674996,"chr4"
"Collinear","LOWvBOG",0.0402277672222233,"chr4"
"Collinear","LOWvBOG",0.042596389784287,"chr4"
"Collinear","LOWvBOG",0.0355912376030338,"chr4"
"Collinear","LOWvBOG",0.0291957136771381,"chr4"
"Collinear","LOWvBOG",0.0385904091321751,"chr4"
"Collinear","LOWvBOG",0.0444861340277105,"chr4"
"Collinear","LOWvBOG",0.0372441539693772,"chr4"
"Collinear","LOWvBOG",0.0355484442937173,"chr4"
"Collinear","LOWvBOG",0.038074710629528,"chr4"
"Collinear","LOWvBOG",0.0361356788762095,"chr4"
"Collinear","LOWvBOG",0.0402336447344136,"chr4"
"Collinear","LOWvBOG",0.0378194965117228,"chr4"
"Collinear","LOWvBOG",0.0493026594302649,"chr4"
"Collinear","LOWvBOG",0.0479187248043359,"chr4"
"Collinear","LOWvBOG",0.0344118547038507,"chr4"
"Collinear","LOWvBOG",0.0311309501672881,"chr4"
"Collinear","LOWvBOG",0.0371061443424752,"chr4"
"Collinear","LOWvBOG",0.0417449888671558,"chr4"
"Collinear","LOWvBOG",0.0412043511862002,"chr4"
"Collinear","LOWvBOG",0.0389689253584339,"chr4"
"Collinear","LOWvBOG",0.0381626847349951,"chr4"
"Collinear","LOWvBOG",0.0411764711114301,"chr4"
"Collinear","LOWvBOG",0.0413480385287817,"chr4"
"Collinear","LOWvBOG",0.0409861237059441,"chr4"
"Collinear","LOWvBOG",0.0379067684408041,"chr4"
"Collinear","LOWvBOG",0.0380933655994118,"chr4"
"Collinear","LOWvBOG",0.0377917299839811,"chr4"
"Collinear","LOWvBOG",0.0396677668769599,"chr4"
"Collinear","LOWvBOG",0.039484071089421,"chr4"
"Collinear","LOWvBOG",0.0417679381373146,"chr4"
"Collinear","LOWvBOG",0.0428969274939133,"chr4"
"Collinear","LOWvBOG",0.041050953129155,"chr4"
"Collinear","LOWvBOG",0.0392279782683308,"chr4"
"Collinear","LOWvBOG",0.0419810348355083,"chr4"
"Collinear","LOWvBOG",0.0362926157810602,"chr4"
"Collinear","LOWvBOG",0.0400462908436987,"chr4"
"Collinear","LOWvBOG",0.0349033263960072,"chr4"
"Collinear","LOWvBOG",0.0414909834263478,"chr4"
"Collinear","LOWvBOG",0.0393770149904523,"chr4"
"Collinear","LOWvBOG",0.0364591786016345,"chr4"
"Collinear","LOWvBOG",0.0421511754002254,"chr4"
"Collinear","LOWvBOG",0.0408969406299362,"chr4"
"Collinear","LOWvBOG",0.0420157720778546,"chr4"
"Collinear","LOWvBOG",0.0409238478931594,"chr4"
"Collinear","LOWvBOG",0.0364414277944066,"chr4"
"Collinear","LOWvBOG",0.0370559884384249,"chr4"
"Collinear","LOWvBOG",0.0425183505323464,"chr4"
"Collinear","LOWvBOG",0.0432220793165563,"chr4"
"Collinear","LOWvBOG",0.0409436899988038,"chr4"
"Collinear","LOWvBOG",0.0423941400256011,"chr4"
"Collinear","LOWvBOG",0.0500630140143023,"chr4"
"Collinear","LOWvBOG",0.0543644639158612,"chr4"
"Collinear","LOWvBOG",0.0529035240081,"chr4"
"Collinear","LOWvBOG",0.0461050103365777,"chr4"
"Collinear","LOWvBOG",0.0429709012387634,"chr4"
"Collinear","LOWvBOG",0.0195512707416455,"chr4"
"Collinear","LOWvBOG",0.0326483233355698,"chr4"
"Collinear","LOWvBOG",0.0561489600543197,"chr4"
"Collinear","LOWvBOG",0.052746939235689,"chr4"
"Collinear","LOWvBOG",0.0424111768568681,"chr4"
"Collinear","LOWvBOG",0.0374686519487048,"chr4"
"Collinear","LOWvBOG",0.0421525473574281,"chr4"
"Collinear","LOWvBOG",0.0454740226904922,"chr4"
"Collinear","LOWvBOG",0.0468504541183022,"chr4"
"Collinear","LOWvBOG",0.0464346647875407,"chr4"
"Collinear","LOWvBOG",0.0480328360943455,"chr4"
"Collinear","LOWvBOG",0.047400065573729,"chr4"
"Collinear","LOWvBOG",0.0431966750963738,"chr4"
"Collinear","LOWvBOG",0.0331173490672296,"chr4"
"Collinear","LOWvBOG",0.0237506597881767,"chr4"
"Collinear","LOWvBOG",0.0460861690783257,"chr4"
"Collinear","LOWvBOG",0.0493102258248582,"chr4"
"Collinear","LOWvBOG",0.0332324449006746,"chr4"
"Collinear","LOWvBOG",0.0410352299246133,"chr4"
"Collinear","LOWvBOG",0.0523864823615348,"chr4"
"Collinear","LOWvBOG",0.0395909812858216,"chr4"
"Collinear","LOWvBOG",0.055109050600867,"chr4"
"Collinear","LOWvBOG",0.0503467338390995,"chr4"
"Collinear","LOWvBOG",0.0497781800246027,"chr4"
"Collinear","LOWvBOG",0.0506733233265039,"chr4"
"Collinear","LOWvBOG",0.0374433403497132,"chr4"
"Collinear","LOWvBOG",0.0430333737567185,"chr4"
"Collinear","LOWvBOG",0.0342046185285808,"chr4"
"Collinear","LOWvBOG",0.0450868109932927,"chr4"
"Collinear","LOWvBOG",0.0356467649673191,"chr4"
"Collinear","LOWvBOG",0.0290268269313686,"chr4"
"Collinear","LOWvBOG",0.0366787467194283,"chr4"
"Collinear","LOWvBOG",0.0304348134670308,"chr4"
"Collinear","LOWvBOG",0.0345076757286179,"chr4"
"Collinear","LOWvBOG",0.0282466162955685,"chr4"
"Collinear","LOWvBOG",0.0371221571761306,"chr4"
"Collinear","LOWvBOG",0.0401425416278197,"chr4"
"Collinear","LOWvBOG",0.0316714995554981,"chr4"
"Collinear","LOWvBOG",0.0308892054793397,"chr4"
"Collinear","LOWvBOG",0.0436347106451802,"chr4"
"Collinear","LOWvBOG",0.0313095995291197,"chr4"
"Collinear","LOWvBOG",0.0268701361854759,"chr4"
"Collinear","LOWvBOG",0.0270383480129958,"chr4"
"Collinear","LOWvBOG",0.0377353043755904,"chr4"
"Collinear","LOWvBOG",0.0344620411723924,"chr4"
"Collinear","LOWvBOG",0.0304203790077122,"chr4"
"Collinear","LOWvBOG",0.0340322060901097,"chr4"
"Collinear","LOWvBOG",0.0357669376324369,"chr4"
"Collinear","LOWvBOG",0.0358144985257134,"chr4"
"Collinear","LOWvBOG",0.0381990358585188,"chr4"
"Collinear","LOWvBOG",0.0406208508624529,"chr4"
"Collinear","LOWvBOG",0.028584680211996,"chr4"
"Collinear","LOWvBOG",0.0332379559616778,"chr4"
"Collinear","LOWvBOG",0.0377141215352787,"chr4"
"Collinear","LOWvBOG",0.0369806653609714,"chr4"
"Collinear","LOWvBOG",0.0400614440743172,"chr4"
"Collinear","LOWvBOG",0.0402277235786906,"chr4"
"Collinear","LOWvBOG",0.0358188988461461,"chr4"
"Collinear","LOWvBOG",0.0408218434182967,"chr4"
"Collinear","LOWvBOG",0.045724710554988,"chr4"
"Collinear","LOWvBOG",0.0485400716973938,"chr4"
"Collinear","LOWvBOG",0.0436200565885496,"chr4"
"Collinear","LOWvBOG",0.0399241905461079,"chr4"
"Collinear","LOWvBOG",0.0435866223021235,"chr4"
"Collinear","LOWvBOG",0.0333019768184774,"chr4"
"Collinear","LOWvBOG",0.0382239582981177,"chr4"
"Collinear","LOWvBOG",0.0389958821957122,"chr4"
"Collinear","LOWvBOG",0.0459087499920915,"chr4"
"Collinear","LOWvBOG",0.0405772016049029,"chr4"
"Collinear","LOWvBOG",0.0376878568327348,"chr4"
"Collinear","LOWvBOG",0.0359130493063143,"chr4"
"Collinear","LOWvBOG",0.0421357554348419,"chr4"
"Collinear","LOWvBOG",0.0414727778678934,"chr4"
"Collinear","LOWvBOG",0.0337918575719672,"chr4"
"Collinear","LOWvBOG",0.0370665238439933,"chr4"
"Collinear","LOWvBOG",0.0420614404952512,"chr4"
"Collinear","LOWvBOG",0.0409134136105636,"chr4"
"Collinear","LOWvBOG",0.045393277627501,"chr4"
"Collinear","LOWvBOG",0.0390927385984232,"chr4"
"Collinear","LOWvBOG",0.0428924205885569,"chr4"
"Collinear","LOWvBOG",0.0318583562694556,"chr4"
"Collinear","LOWvBOG",0.0386580606268113,"chr4"
"Collinear","LOWvBOG",0.0223964845705645,"chr4"
"Collinear","LOWvBOG",0.0452807988352138,"chr4"
"Collinear","LOWvBOG",0.0398248003432783,"chr4"
"Collinear","LOWvBOG",0.0390879218405047,"chr4"
"Collinear","LOWvBOG",0.0427999500969661,"chr4"
"Collinear","LOWvBOG",0.0383035141834652,"chr4"
"Collinear","LOWvBOG",0.0409559957664365,"chr4"
"Collinear","LOWvBOG",0.0380129328135885,"chr4"
"Collinear","LOWvBOG",0.0403303364007412,"chr4"
"Collinear","LOWvBOG",0.0312592619176085,"chr4"
"Collinear","LOWvBOG",0.0370342516543552,"chr4"
"Collinear","LOWvBOG",0.0355263787283869,"chr4"
"Collinear","LOWvBOG",0.0448304156082415,"chr4"
"Collinear","LOWvBOG",0.0459619403466946,"chr4"
"Collinear","LOWvBOG",0.0422737212425042,"chr4"
"Collinear","LOWvBOG",0.0387323459387391,"chr4"
"Collinear","LOWvBOG",0.0383610429490871,"chr4"
"Collinear","LOWvBOG",0.0334566009609939,"chr4"
"Collinear","LOWvBOG",0.0366796444323513,"chr4"
"Collinear","LOWvBOG",0.0404915170701498,"chr4"
"Collinear","LOWvBOG",0.0485652621626295,"chr4"
"Collinear","LOWvBOG",0.0435251602462862,"chr4"
"Collinear","LOWvBOG",0.0359205473767888,"chr4"
"Collinear","LOWvBOG",0.0446331481650775,"chr4"
"Collinear","LOWvBOG",0.037700135229129,"chr4"
"Collinear","LOWvBOG",0.0376519638564053,"chr4"
"Collinear","LOWvBOG",0.0446063886708007,"chr4"
"Collinear","LOWvBOG",0.0361004071672563,"chr4"
"Collinear","LOWvBOG",0.036681992140703,"chr4"
"Collinear","LOWvBOG",0.0366235935173962,"chr4"
"Collinear","LOWvBOG",0.0402849953088238,"chr4"
"Collinear","LOWvBOG",0.0408070710502296,"chr4"
"Collinear","LOWvBOG",0.0387433639517932,"chr4"
"Collinear","LOWvBOG",0.0404291954533351,"chr4"
"Collinear","LOWvBOG",0.0323411470765673,"chr4"
"Collinear","LOWvBOG",0.0414485788599515,"chr4"
"Collinear","LOWvBOG",0.0449289028196579,"chr4"
"Collinear","LOWvBOG",0.0506568251358376,"chr4"
"Collinear","LOWvBOG",0.0496162589542258,"chr4"
"Collinear","LOWvBOG",0.0370700262402705,"chr4"
"Collinear","LOWvBOG",0.0319566358866838,"chr4"
"Collinear","LOWvBOG",0.0396477292652105,"chr4"
"Collinear","LOWvBOG",0.0378711161081825,"chr4"
"Collinear","LOWvBOG",0.0391830673667417,"chr4"
"Collinear","LOWvBOG",0.036343269895477,"chr4"
"Collinear","LOWvBOG",0.0440159296944203,"chr4"
