"chr","windowStart","windowEnd","D","f_d","f_dM","StartMb","EndMb","center","Chrom","fd_filtered","Cat","CatConserv"
"NC_030304.1",6956289,6962557,-0.054167,-0.077165,-0.019051,6.956289,6.962557,6.959423,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",6962564,6968924,-0.167993,-0.350266,-0.05673,6.962564,6.968924,6.965744,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",6969030,6975673,0.175174,0.164732,0.046837,6.96903,6.975673,6.9723515,"Chr2",0.164732,"Collinear","CollinearFR"
"NC_030304.1",6975701,6985503,0.063162,0.056977,0.019399,6.975701,6.985503,6.980602,"Chr2",0.056977,"Collinear","CollinearFR"
"NC_030304.1",6985739,6993513,0.18173,0.147533,0.045257,6.985739,6.993513,6.989626,"Chr2",0.147533,"Collinear","CollinearFR"
"NC_030304.1",6993592,7002174,-0.027782,-0.032703,-0.008036,6.993592,7.002174,6.997883,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7002279,7014140,-0.170233,-0.187235,-0.037518,7.002279,7.01414,7.0082095,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7014181,7046683,0.012785,0.008313,0.002573,7.014181,7.046683,7.030432,"Chr2",0.008313,"Collinear","CollinearFR"
"NC_030304.1",7046685,7060745,0.063116,0.059775,0.039671,7.046685,7.060745,7.053715,"Chr2",0.059775,"Collinear","CollinearFR"
"NC_030304.1",7060801,7073421,-0.011843,-0.014089,-0.006155,7.060801,7.073421,7.067111,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7073427,7088399,0.210879,0.13941,0.089634,7.073427,7.088399,7.080913,"Chr2",0.13941,"Collinear","CollinearFR"
"NC_030304.1",7088425,7113149,0.010676,0.010057,0.006398,7.088425,7.113149,7.100787,"Chr2",0.010057,"Collinear","CollinearFR"
"NC_030304.1",7113162,7119312,0.083486,0.057153,0.036278,7.113162,7.119312,7.116237,"Chr2",0.057153,"Collinear","CollinearFR"
"NC_030304.1",7119315,7122020,0.117468,0.176075,0.080695,7.119315,7.12202,7.1206675,"Chr2",0.176075,"Collinear","CollinearFR"
"NC_030304.1",7122024,7126421,-0.014881,-0.009276,-0.006908,7.122024,7.126421,7.1242225,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7126423,7131557,0.042562,0.032682,0.020436,7.126423,7.131557,7.12899,"Chr2",0.032682,"Collinear","CollinearFR"
"NC_030304.1",7131566,7143236,-0.153078,-0.097927,-0.047873,7.131566,7.143236,7.137401,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7143259,7156331,0.28704,0.345555,0.1627,7.143259,7.156331,7.149795,"Chr2",0.345555,"Collinear","CollinearFR"
"NC_030304.1",7157633,7169340,0.084819,0.094405,0.051978,7.157633,7.16934,7.1634865,"Chr2",0.094405,"Collinear","CollinearFR"
"NC_030304.1",7169346,7172296,-0.024083,-0.038579,-0.019556,7.169346,7.172296,7.170821,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7172308,7174313,-0.051571,-0.124039,-0.036563,7.172308,7.174313,7.1733105,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7174316,7177002,-0.046474,-0.046188,-0.02759,7.174316,7.177002,7.175659,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7177018,7180028,0.092991,0.102971,0.06351,7.177018,7.180028,7.178523,"Chr2",0.102971,"Collinear","CollinearFR"
"NC_030304.1",7180034,7189137,0.021097,0.019683,0.012637,7.180034,7.189137,7.1845855,"Chr2",0.019683,"Collinear","CollinearFR"
"NC_030304.1",7189143,7196663,0.022584,0.019878,0.012134,7.189143,7.196663,7.192903,"Chr2",0.019878,"Collinear","CollinearFR"
"NC_030304.1",7196710,7199992,-0.002043,-0.001173,-0.000849,7.19671,7.199992,7.198351,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7200003,7202493,0.006354,0.005455,0.002751,7.200003,7.202493,7.201248,"Chr2",0.005455,"Collinear","CollinearFR"
"NC_030304.1",7202503,7217383,-0.016109,-0.005016,-0.003513,7.202503,7.217383,7.209943,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7217416,7230713,-0.018746,-0.010898,-0.006338,7.217416,7.230713,7.2240645,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7230732,7232254,0.038759,0.04072,0.028298,7.230732,7.232254,7.231493,"Chr2",0.04072,"Collinear","CollinearFR"
"NC_030304.1",7232280,7246226,0.172722,0.08865,0.054984,7.23228,7.246226,7.239253,"Chr2",0.08865,"Collinear","CollinearFR"
"NC_030304.1",7246265,7294110,-0.105185,-0.027389,-0.015144,7.246265,7.29411,7.2701875,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7294332,7304902,-0.112558,-0.097265,-0.024522,7.294332,7.304902,7.299617,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7304904,7312831,-0.064014,-0.078005,-0.019823,7.304904,7.312831,7.3088675,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7312904,7322686,0.083022,0.104435,0.030248,7.312904,7.322686,7.317795,"Chr2",0.104435,"Collinear","CollinearFR"
"NC_030304.1",7322948,7331854,-0.07128,-0.091206,-0.022209,7.322948,7.331854,7.327401,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7332122,7343888,0.145668,0.146853,0.043685,7.332122,7.343888,7.338005,"Chr2",0.146853,"Collinear","CollinearFR"
"NC_030304.1",7343916,7354700,-0.157424,-0.144143,-0.037561,7.343916,7.3547,7.349308,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7354705,7361833,0.15681,0.138475,0.04638,7.354705,7.361833,7.358269,"Chr2",0.138475,"Collinear","CollinearFR"
"NC_030304.1",7361848,7369053,-0.236061,-0.360641,-0.084393,7.361848,7.369053,7.3654505,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7369080,7374824,-0.256707,-0.344981,-0.086043,7.36908,7.374824,7.371952,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7374830,7382420,-0.01494,-0.015607,-0.004634,7.37483,7.38242,7.378625,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7382424,7390112,-0.02447,-0.029933,-0.009312,7.382424,7.390112,7.386268,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7390120,7398722,-0.025153,-0.022429,-0.008596,7.39012,7.398722,7.394421,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7398966,7407756,-0.038681,-0.034238,-0.010393,7.398966,7.407756,7.403361,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7407759,7417847,-0.053743,-0.047267,-0.015649,7.407759,7.417847,7.412803,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7417869,7432218,-0.102095,-0.110514,-0.027031,7.417869,7.432218,7.4250435,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7432793,7447219,0.092446,0.052063,0.024553,7.432793,7.447219,7.440006,"Chr2",0.052063,"Collinear","CollinearFR"
"NC_030304.1",7447225,7459652,0.072631,0.052654,0.024441,7.447225,7.459652,7.4534385,"Chr2",0.052654,"Collinear","CollinearFR"
"NC_030304.1",7460996,7477911,-0.100519,-0.053507,-0.021853,7.460996,7.477911,7.4694535,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7477930,7490573,0.152237,0.079529,0.034909,7.47793,7.490573,7.4842515,"Chr2",0.079529,"Collinear","CollinearFR"
"NC_030304.1",7490610,7503993,0.401608,0.267051,0.114216,7.49061,7.503993,7.4973015,"Chr2",0.267051,"Collinear","CollinearFR"
"NC_030304.1",7504000,7512076,-0.091933,-0.091861,-0.027714,7.504,7.512076,7.508038,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7512235,7522818,-0.138051,-0.094078,-0.031093,7.512235,7.522818,7.5175265,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7523024,7540989,0.092384,0.048356,0.017464,7.523024,7.540989,7.5320065,"Chr2",0.048356,"Collinear","CollinearFR"
"NC_030304.1",7541156,7551210,-0.039995,-0.028886,-0.00971,7.541156,7.55121,7.546183,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7551222,7560833,-0.111571,-0.085927,-0.026234,7.551222,7.560833,7.5560275,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7560845,7572363,0.040936,0.036468,0.011845,7.560845,7.572363,7.566604,"Chr2",0.036468,"Collinear","CollinearFR"
"NC_030304.1",7572408,7581993,0.034389,0.02681,0.009487,7.572408,7.581993,7.5772005,"Chr2",0.02681,"Collinear","CollinearFR"
"NC_030304.1",7582066,7589526,0.102561,0.076509,0.027374,7.582066,7.589526,7.585796,"Chr2",0.076509,"Collinear","CollinearFR"
"NC_030304.1",7589547,7600315,0.239846,0.16049,0.065318,7.589547,7.600315,7.594931,"Chr2",0.16049,"Collinear","CollinearFR"
"NC_030304.1",7600803,7612991,-0.167608,-0.115593,-0.034265,7.600803,7.612991,7.606897,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7613058,7621442,-0.158534,-0.134174,-0.034744,7.613058,7.621442,7.61725,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7621449,7625597,0.099464,0.076048,0.025309,7.621449,7.625597,7.623523,"Chr2",0.076048,"Collinear","CollinearFR"
"NC_030304.1",7625607,7628633,0.141054,0.120343,0.070899,7.625607,7.628633,7.62712,"Chr2",0.120343,"Collinear","CollinearFR"
"NC_030304.1",7628787,7635844,0.011017,0.011044,0.003462,7.628787,7.635844,7.6323155,"Chr2",0.011044,"Collinear","CollinearFR"
"NC_030304.1",7635874,7646926,-0.203052,-0.134321,-0.044597,7.635874,7.646926,7.6414,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7646947,7656848,0.184706,0.138322,0.065091,7.646947,7.656848,7.6518975,"Chr2",0.138322,"Collinear","CollinearFR"
"NC_030304.1",7656922,7665958,0.223568,0.139437,0.053105,7.656922,7.665958,7.66144,"Chr2",0.139437,"Collinear","CollinearFR"
"NC_030304.1",7666003,7679933,-0.006113,-0.002399,-0.000972,7.666003,7.679933,7.672968,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7679939,7693754,0.061719,0.023886,0.010833,7.679939,7.693754,7.6868465,"Chr2",0.023886,"Collinear","CollinearFR"
"NC_030304.1",7693802,7705734,0.199893,0.104588,0.049163,7.693802,7.705734,7.699768,"Chr2",0.104588,"Collinear","CollinearFR"
"NC_030304.1",7705773,7719102,-0.050178,-0.028376,-0.010387,7.705773,7.719102,7.7124375,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7719153,7731835,0.298063,0.160969,0.054143,7.719153,7.731835,7.725494,"Chr2",0.160969,"Collinear","CollinearFR"
"NC_030304.1",7731870,7745240,0.100419,0.059525,0.024586,7.73187,7.74524,7.738555,"Chr2",0.059525,"Collinear","CollinearFR"
"NC_030304.1",7745251,7780635,-0.033081,-0.016005,-0.005774,7.745251,7.780635,7.762943,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7780644,7792415,-0.29684,-0.185382,-0.068568,7.780644,7.792415,7.7865295,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7792462,7805793,-0.231147,-0.167378,-0.044058,7.792462,7.805793,7.7991275,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7805856,7817489,0.020225,0.012208,0.003932,7.805856,7.817489,7.8116725,"Chr2",0.012208,"Collinear","CollinearFR"
"NC_030304.1",7817658,7829404,0.212669,0.142315,0.042647,7.817658,7.829404,7.823531,"Chr2",0.142315,"Collinear","CollinearFR"
"NC_030304.1",7829809,7836433,0.239297,0.181164,0.062641,7.829809,7.836433,7.833121,"Chr2",0.181164,"Collinear","CollinearFR"
"NC_030304.1",7836599,7848097,0.181836,0.086228,0.039004,7.836599,7.848097,7.842348,"Chr2",0.086228,"Collinear","CollinearFR"
"NC_030304.1",7848181,7860017,-0.270807,-0.199213,-0.070449,7.848181,7.860017,7.854099,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7860184,7873862,0.029587,0.013571,0.004626,7.860184,7.873862,7.867023,"Chr2",0.013571,"Collinear","CollinearFR"
"NC_030304.1",7873994,7885634,0.092449,0.055771,0.016373,7.873994,7.885634,7.879814,"Chr2",0.055771,"Collinear","CollinearFR"
"NC_030304.1",7885664,7899826,0.131032,0.103448,0.026064,7.885664,7.899826,7.892745,"Chr2",0.103448,"Collinear","CollinearFR"
"NC_030304.1",7900195,7915041,-0.271156,-0.169964,-0.04865,7.900195,7.915041,7.907618,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",7915077,7931729,0.126638,0.08652,0.02528,7.915077,7.931729,7.923403,"Chr2",0.08652,"Collinear","CollinearFR"
"NC_030304.1",7931881,7948615,0.067786,0.028201,0.012005,7.931881,7.948615,7.940248,"Chr2",0.028201,"Collinear","CollinearFR"
"NC_030304.1",7948720,7966568,0.068842,0.02942,0.011329,7.94872,7.966568,7.957644,"Chr2",0.02942,"Collinear","CollinearFR"
"NC_030304.1",7966579,7990278,0.121033,0.045816,0.016914,7.966579,7.990278,7.9784285,"Chr2",0.045816,"Collinear","CollinearFR"
"NC_030304.1",7990744,8003480,0.060845,0.039905,0.011308,7.990744,8.00348,7.997112,"Chr2",0.039905,"Collinear","CollinearFR"
"NC_030304.1",8003624,8019940,-0.024146,-0.012203,-0.004717,8.003624,8.01994,8.011782,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8019959,8031244,0.135414,0.098377,0.029401,8.019959,8.031244,8.0256015,"Chr2",0.098377,"Collinear","CollinearFR"
"NC_030304.1",8031257,8039936,0.106961,0.126807,0.040897,8.031257,8.039936,8.0355965,"Chr2",0.126807,"Collinear","CollinearFR"
"NC_030304.1",8040032,8045099,-0.179479,-0.233922,-0.067256,8.040032,8.045099,8.0425655,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8045174,8053027,0.076122,0.069622,0.026611,8.045174,8.053027,8.0491005,"Chr2",0.069622,"Collinear","CollinearFR"
"NC_030304.1",8053229,8063953,0.032183,0.031486,0.009766,8.053229,8.063953,8.058591,"Chr2",0.031486,"Collinear","CollinearFR"
"NC_030304.1",8064065,8071048,-0.030185,-0.022356,-0.009852,8.064065,8.071048,8.0675565,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8071290,8075927,-0.024825,-0.033101,-0.011022,8.07129,8.075927,8.0736085,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8076036,8081753,0.068235,0.089706,0.025217,8.076036,8.081753,8.0788945,"Chr2",0.089706,"Collinear","CollinearFR"
"NC_030304.1",8082053,8090248,0.30175,0.247381,0.078041,8.082053,8.090248,8.0861505,"Chr2",0.247381,"Collinear","CollinearFR"
"NC_030304.1",8090454,8096803,-0.107086,-0.113193,-0.034519,8.090454,8.096803,8.0936285,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8097047,8103055,0.147409,0.128838,0.04789,8.097047,8.103055,8.100051,"Chr2",0.128838,"Collinear","CollinearFR"
"NC_030304.1",8103241,8109460,0.074146,0.08811,0.025898,8.103241,8.10946,8.1063505,"Chr2",0.08811,"Collinear","CollinearFR"
"NC_030304.1",8109462,8116626,0.170216,0.121065,0.041451,8.109462,8.116626,8.113044,"Chr2",0.121065,"Collinear","CollinearFR"
"NC_030304.1",8116958,8128960,-0.045693,-0.028427,-0.012898,8.116958,8.12896,8.122959,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8129141,8186345,-0.202956,-0.060621,-0.037047,8.129141,8.186345,8.157743,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8186585,8201821,0.041447,0.021899,0.009241,8.186585,8.201821,8.194203,"Chr2",0.021899,"Collinear","CollinearFR"
"NC_030304.1",8202027,8220471,0.099541,0.050808,0.020785,8.202027,8.220471,8.211249,"Chr2",0.050808,"Collinear","CollinearFR"
"NC_030304.1",8220676,8231431,0.051656,0.047012,0.012205,8.220676,8.231431,8.2260535,"Chr2",0.047012,"Collinear","CollinearFR"
"NC_030304.1",8231689,8246471,-0.244797,-0.200062,-0.050846,8.231689,8.246471,8.23908,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8246584,8266493,-0.007522,-0.004323,-0.001568,8.246584,8.266493,8.2565385,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8266749,8277926,0.034093,0.028656,0.010057,8.266749,8.277926,8.2723375,"Chr2",0.028656,"Collinear","CollinearFR"
"NC_030304.1",8277928,8291808,0.036669,0.028214,0.008997,8.277928,8.291808,8.284868,"Chr2",0.028214,"Collinear","CollinearFR"
"NC_030304.1",8291921,8303867,-0.155739,-0.125001,-0.031646,8.291921,8.303867,8.297894,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8304049,8313386,-0.208587,-0.134245,-0.042703,8.304049,8.313386,8.3087175,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8313394,8320115,-0.106815,-0.129817,-0.047781,8.313394,8.320115,8.3167545,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8320159,8332497,0.296314,0.156828,0.049441,8.320159,8.332497,8.326328,"Chr2",0.156828,"Collinear","CollinearFR"
"NC_030304.1",8332501,8346934,0.013736,0.008076,0.002726,8.332501,8.346934,8.3397175,"Chr2",0.008076,"Collinear","CollinearFR"
"NC_030304.1",8347166,8369458,0.043002,0.014221,0.006764,8.347166,8.369458,8.358312,"Chr2",0.014221,"Collinear","CollinearFR"
"NC_030304.1",8369483,8385737,0.168317,0.05254,0.027278,8.369483,8.385737,8.37761,"Chr2",0.05254,"Collinear","CollinearFR"
"NC_030304.1",8385917,8398646,0.226687,0.11509,0.049614,8.385917,8.398646,8.3922815,"Chr2",0.11509,"Collinear","CollinearFR"
"NC_030304.1",8398708,8409919,-0.053531,-0.030881,-0.013316,8.398708,8.409919,8.4043135,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8409921,8426383,0.346524,0.094113,0.041833,8.409921,8.426383,8.418152,"Chr2",0.094113,"Collinear","CollinearFR"
"NC_030304.1",8426577,8441264,-0.106733,-0.057516,-0.017324,8.426577,8.441264,8.4339205,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8441296,8454817,0.174256,0.078959,0.03165,8.441296,8.454817,8.4480565,"Chr2",0.078959,"Collinear","CollinearFR"
"NC_030304.1",8454845,8468956,0.323066,0.125333,0.049356,8.454845,8.468956,8.4619005,"Chr2",0.125333,"Collinear","CollinearFR"
"NC_030304.1",8469079,8480039,0.35806,0.172482,0.079308,8.469079,8.480039,8.474559,"Chr2",0.172482,"Collinear","CollinearFR"
"NC_030304.1",8480062,8492219,-0.042812,-0.023043,-0.00645,8.480062,8.492219,8.4861405,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8492296,8505284,-0.112673,-0.070892,-0.024953,8.492296,8.505284,8.49879,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8505548,8518589,0.036709,0.018487,0.006401,8.505548,8.518589,8.5120685,"Chr2",0.018487,"Collinear","CollinearFR"
"NC_030304.1",8518874,8529862,0.083952,0.056022,0.016767,8.518874,8.529862,8.524368,"Chr2",0.056022,"Collinear","CollinearFR"
"NC_030304.1",8529863,8542497,0.122562,0.057715,0.020435,8.529863,8.542497,8.53618,"Chr2",0.057715,"Collinear","CollinearFR"
"NC_030304.1",8542643,8552620,0.068518,0.059127,0.019119,8.542643,8.55262,8.5476315,"Chr2",0.059127,"Collinear","CollinearFR"
"NC_030304.1",8552806,8572430,0.164092,0.099523,0.037735,8.552806,8.57243,8.562618,"Chr2",0.099523,"Collinear","CollinearFR"
"NC_030304.1",8572469,8580795,0.212269,0.122601,0.05392,8.572469,8.580795,8.576632,"Chr2",0.122601,"Collinear","CollinearFR"
"NC_030304.1",8581027,8590764,-0.103166,-0.083872,-0.022829,8.581027,8.590764,8.5858955,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8590833,8600758,-0.20458,-0.224411,-0.057647,8.590833,8.600758,8.5957955,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8600804,8615495,-0.384937,-0.258056,-0.09973,8.600804,8.615495,8.6081495,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8615498,8628968,0.32046,0.158884,0.076561,8.615498,8.628968,8.622233,"Chr2",0.158884,"Collinear","CollinearFR"
"NC_030304.1",8628971,8637603,-0.062208,-0.053875,-0.018902,8.628971,8.637603,8.633287,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8637624,8652654,-0.005675,-0.003801,-0.001274,8.637624,8.652654,8.645139,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8652951,8664897,0.069293,0.041743,0.015807,8.652951,8.664897,8.658924,"Chr2",0.041743,"Collinear","CollinearFR"
"NC_030304.1",8664908,8679568,0.05747,0.034933,0.015992,8.664908,8.679568,8.672238,"Chr2",0.034933,"Collinear","CollinearFR"
"NC_030304.1",8679569,8689592,0.14308,0.139717,0.046986,8.679569,8.689592,8.6845805,"Chr2",0.139717,"Collinear","CollinearFR"
"NC_030304.1",8689935,8696849,0.095873,0.089438,0.034883,8.689935,8.696849,8.693392,"Chr2",0.089438,"Collinear","CollinearFR"
"NC_030304.1",8696894,8704918,-0.253315,-0.382979,-0.078593,8.696894,8.704918,8.700906,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8704921,8720042,0.043467,0.031241,0.008476,8.704921,8.720042,8.7124815,"Chr2",0.031241,"Collinear","CollinearFR"
"NC_030304.1",8720052,8733229,0.034381,0.034292,0.012511,8.720052,8.733229,8.7266405,"Chr2",0.034292,"Collinear","CollinearFR"
"NC_030304.1",8733588,8744365,0.033741,0.025155,0.009398,8.733588,8.744365,8.7389765,"Chr2",0.025155,"Collinear","CollinearFR"
"NC_030304.1",8744457,8753024,0.02381,0.024752,0.007469,8.744457,8.753024,8.7487405,"Chr2",0.024752,"Collinear","CollinearFR"
"NC_030304.1",8753032,8761800,-0.126032,-0.124912,-0.036335,8.753032,8.7618,8.757416,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8761827,8770868,0.071692,0.055324,0.017751,8.761827,8.770868,8.7663475,"Chr2",0.055324,"Collinear","CollinearFR"
"NC_030304.1",8771097,8778951,0.081396,0.080556,0.025638,8.771097,8.778951,8.775024,"Chr2",0.080556,"Collinear","CollinearFR"
"NC_030304.1",8778958,8786507,0.177555,0.199942,0.071383,8.778958,8.786507,8.7827325,"Chr2",0.199942,"Collinear","CollinearFR"
"NC_030304.1",8786529,8793034,-0.131416,-0.199272,-0.04833,8.786529,8.793034,8.7897815,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8793120,8801305,0.370622,0.305822,0.134322,8.79312,8.801305,8.7972125,"Chr2",0.305822,"Collinear","CollinearFR"
"NC_030304.1",8801395,8809036,0.136435,0.146577,0.046604,8.801395,8.809036,8.8052155,"Chr2",0.146577,"Collinear","CollinearFR"
"NC_030304.1",8809115,8818785,0.050703,0.0448,0.016192,8.809115,8.818785,8.81395,"Chr2",0.0448,"Collinear","CollinearFR"
"NC_030304.1",8819056,8831736,-0.000692,-0.000356,-0.000165,8.819056,8.831736,8.825396,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8831795,8854909,-0.107452,-0.054586,-0.020136,8.831795,8.854909,8.843352,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8855121,8871160,0.075275,0.056203,0.02393,8.855121,8.87116,8.8631405,"Chr2",0.056203,"Collinear","CollinearFR"
"NC_030304.1",8871396,8879590,0.10589,0.119704,0.034502,8.871396,8.87959,8.875493,"Chr2",0.119704,"Collinear","CollinearFR"
"NC_030304.1",8880183,8890074,0.021601,0.017286,0.007202,8.880183,8.890074,8.8851285,"Chr2",0.017286,"Collinear","CollinearFR"
"NC_030304.1",8890136,8900874,0.078397,0.070223,0.020592,8.890136,8.900874,8.895505,"Chr2",0.070223,"Collinear","CollinearFR"
"NC_030304.1",8900916,8911785,-0.014467,-0.018342,-0.005215,8.900916,8.911785,8.9063505,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8911819,8932761,-0.098606,-0.042555,-0.015146,8.911819,8.932761,8.92229,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8932893,8945320,-0.120511,-0.09197,-0.034712,8.932893,8.94532,8.9391065,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",8945345,8958391,0.08681,0.051081,0.021992,8.945345,8.958391,8.951868,"Chr2",0.051081,"Collinear","CollinearFR"
"NC_030304.1",8958510,8969362,0.052867,0.023393,0.010068,8.95851,8.969362,8.963936,"Chr2",0.023393,"Collinear","CollinearFR"
"NC_030304.1",8969498,8979585,0.026809,0.015012,0.005445,8.969498,8.979585,8.9745415,"Chr2",0.015012,"Collinear","CollinearFR"
"NC_030304.1",8979907,9011343,-0.230721,-0.085141,-0.034271,8.979907,9.011343,8.995625,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",9011787,9037447,0.210847,0.094227,0.029264,9.011787,9.037447,9.024617,"Chr2",0.094227,"Collinear","CollinearFR"
"NC_030304.1",9037463,9048062,0.045396,0.036076,0.010261,9.037463,9.048062,9.0427625,"Chr2",0.036076,"Collinear","CollinearFR"
"NC_030304.1",9048066,9056912,0.15717,0.138636,0.060638,9.048066,9.056912,9.052489,"Chr2",0.138636,"Collinear","CollinearFR"
"NC_030304.1",9057036,9067893,-0.285906,-0.350676,-0.073331,9.057036,9.067893,9.0624645,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",9068439,9077421,0.096537,0.096434,0.025523,9.068439,9.077421,9.07293,"Chr2",0.096434,"Collinear","CollinearFR"
"NC_030304.1",9077425,9089338,0.050864,0.022099,0.00979,9.077425,9.089338,9.0833815,"Chr2",0.022099,"Collinear","CollinearFR"
"NC_030304.1",9089502,9098316,0.097444,0.096512,0.031493,9.089502,9.098316,9.093909,"Chr2",0.096512,"Collinear","CollinearFR"
"NC_030304.1",9098328,9122802,-0.035765,-0.026825,-0.010661,9.098328,9.122802,9.110565,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",9122861,9131886,0.0633,0.065597,0.021613,9.122861,9.131886,9.1273735,"Chr2",0.065597,"Collinear","CollinearFR"
"NC_030304.1",9131906,9141866,0.017446,0.013653,0.004662,9.131906,9.141866,9.136886,"Chr2",0.013653,"Collinear","CollinearFR"
"NC_030304.1",9141960,9163786,0.012978,0.004771,0.001716,9.14196,9.163786,9.152873,"Chr2",0.004771,"Collinear","CollinearFR"
"NC_030304.1",9163792,9180123,0.097078,0.037228,0.016471,9.163792,9.180123,9.1719575,"Chr2",0.037228,"Collinear","CollinearFR"
"NC_030304.1",9180325,9193124,0.042404,0.025919,0.008584,9.180325,9.193124,9.1867245,"Chr2",0.025919,"Collinear","CollinearFR"
"NC_030304.1",9193140,9206020,-0.021943,-0.017862,-0.005184,9.19314,9.20602,9.19958,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",9206028,9219376,0.10878,0.066834,0.024952,9.206028,9.219376,9.212702,"Chr2",0.066834,"Collinear","CollinearFR"
"NC_030304.1",9219432,9237775,-0.022471,-0.012607,-0.004948,9.219432,9.237775,9.2286035,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",9238268,9254294,-0.091395,-0.067535,-0.020322,9.238268,9.254294,9.246281,"Chr2",NA,"Collinear","CollinearFR"
"NC_030304.1",9254946,9265741,0.05568,0.042829,0.015427,9.254946,9.265741,9.2603435,"Chr2",0.042829,"Collinear","CollinearFR"
