"chr","windowStart","windowEnd","D","f_d","f_dM","StartMb","EndMb","center","Chrom","fd_filtered","Cat","CatConserv"
"NC_030303.1",7325483,7348918,-0.121227,-0.084224,-0.022294,7.325483,7.348918,7.3372005,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7349249,7367378,-0.386978,-0.343993,-0.084852,7.349249,7.367378,7.3583135,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7367517,7386507,-0.01199,-0.007497,-0.002704,7.367517,7.386507,7.377012,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7386770,7404570,0.10718,0.073738,0.028911,7.38677,7.40457,7.39567,"ChrXR",0.073738,"Collinear","CollinearFR"
"NC_030303.1",7404571,7426125,-0.153823,-0.129457,-0.034153,7.404571,7.426125,7.415348,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7426134,7444606,0.166605,0.06382,0.033067,7.426134,7.444606,7.43537,"ChrXR",0.06382,"Collinear","CollinearFR"
"NC_030303.1",7445421,7469113,0.273805,0.108351,0.041175,7.445421,7.469113,7.457267,"ChrXR",0.108351,"Collinear","CollinearFR"
"NC_030303.1",7469684,7500986,-0.143157,-0.059192,-0.02521,7.469684,7.500986,7.485335,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7501095,7519589,0.026908,0.016882,0.005887,7.501095,7.519589,7.510342,"ChrXR",0.016882,"Collinear","CollinearFR"
"NC_030303.1",7519922,7535328,0.159562,0.081139,0.039663,7.519922,7.535328,7.527625,"ChrXR",0.081139,"Collinear","CollinearFR"
"NC_030303.1",7535333,7558814,-0.030265,-0.01293,-0.005209,7.535333,7.558814,7.5470735,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7558886,7582396,0.162844,0.064039,0.027943,7.558886,7.582396,7.570641,"ChrXR",0.064039,"Collinear","CollinearFR"
"NC_030303.1",7582433,7596783,0.270181,0.12432,0.047179,7.582433,7.596783,7.589608,"ChrXR",0.12432,"Collinear","CollinearFR"
"NC_030303.1",7596787,7615885,0.14349,0.065995,0.028452,7.596787,7.615885,7.606336,"ChrXR",0.065995,"Collinear","CollinearFR"
"NC_030303.1",7616588,7642211,0.119515,0.06437,0.028453,7.616588,7.642211,7.6293995,"ChrXR",0.06437,"Collinear","CollinearFR"
"NC_030303.1",7642415,7660610,0.037744,0.037276,0.008685,7.642415,7.66061,7.6515125,"ChrXR",0.037276,"Collinear","CollinearFR"
"NC_030303.1",7660690,7684670,0.145769,0.069917,0.026462,7.66069,7.68467,7.67268,"ChrXR",0.069917,"Collinear","CollinearFR"
"NC_030303.1",7684949,7700520,-0.016708,-0.007656,-0.002918,7.684949,7.70052,7.6927345,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7700749,7717187,0.11161,0.056341,0.018459,7.700749,7.717187,7.708968,"ChrXR",0.056341,"Collinear","CollinearFR"
"NC_030303.1",7717209,7737831,-0.005749,-0.002763,-0.001007,7.717209,7.737831,7.72752,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7737839,7760792,0.088734,0.030554,0.01335,7.737839,7.760792,7.7493155,"ChrXR",0.030554,"Collinear","CollinearFR"
"NC_030303.1",7760818,7784103,0.06414,0.023448,0.009848,7.760818,7.784103,7.7724605,"ChrXR",0.023448,"Collinear","CollinearFR"
"NC_030303.1",7785641,7805492,0.056978,0.02513,0.011107,7.785641,7.805492,7.7955665,"ChrXR",0.02513,"Collinear","CollinearFR"
"NC_030303.1",7805493,7819421,-0.023382,-0.021158,-0.00728,7.805493,7.819421,7.812457,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7819428,7829582,0.001864,0.001289,0.000537,7.819428,7.829582,7.824505,"ChrXR",0.001289,"Collinear","CollinearFR"
"NC_030303.1",7829583,7842057,0.068356,0.044252,0.018671,7.829583,7.842057,7.83582,"ChrXR",0.044252,"Collinear","CollinearFR"
"NC_030303.1",7842058,7864640,0.16481,0.065164,0.033057,7.842058,7.86464,7.853349,"ChrXR",0.065164,"Collinear","CollinearFR"
"NC_030303.1",7864846,7888416,0.238416,0.125214,0.054665,7.864846,7.888416,7.876631,"ChrXR",0.125214,"Collinear","CollinearFR"
"NC_030303.1",7888418,7917571,0.152952,0.077345,0.036544,7.888418,7.917571,7.9029945,"ChrXR",0.077345,"Collinear","CollinearFR"
"NC_030303.1",7917892,7951423,0.169207,0.049366,0.025581,7.917892,7.951423,7.9346575,"ChrXR",0.049366,"Collinear","CollinearFR"
"NC_030303.1",7951427,7987034,0.176253,0.065389,0.032738,7.951427,7.987034,7.9692305,"ChrXR",0.065389,"Collinear","CollinearFR"
"NC_030303.1",7987297,8015510,0.128746,0.040575,0.020812,7.987297,8.01551,8.0014035,"ChrXR",0.040575,"Collinear","CollinearFR"
"NC_030303.1",8015650,8052197,0.11922,0.032964,0.015975,8.01565,8.052197,8.0339235,"ChrXR",0.032964,"Collinear","CollinearFR"
"NC_030303.1",8052275,8079376,0.357096,0.10875,0.053401,8.052275,8.079376,8.0658255,"ChrXR",0.10875,"Collinear","CollinearFR"
"NC_030303.1",8080239,8119394,-0.062288,-0.015265,-0.008349,8.080239,8.119394,8.0998165,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",8119646,8166182,0.110101,0.031589,0.014929,8.119646,8.166182,8.142914,"ChrXR",0.031589,"Collinear","CollinearFR"
"NC_030303.1",8167278,8229212,0.022503,0.003117,0.001833,8.167278,8.229212,8.198245,"ChrXR",0.003117,"Collinear","CollinearFR"
"NC_030303.1",8229216,8269930,0.147879,0.031119,0.014189,8.229216,8.26993,8.249573,"ChrXR",0.031119,"Collinear","CollinearFR"
"NC_030303.1",8269931,8307285,0.167213,0.075655,0.022712,8.269931,8.307285,8.288608,"ChrXR",0.075655,"Collinear","CollinearFR"
"NC_030303.1",8307312,8332868,0.091689,0.03109,0.013728,8.307312,8.332868,8.32009,"ChrXR",0.03109,"Collinear","CollinearFR"
"NC_030303.1",8332940,8373410,0.146645,0.035666,0.01763,8.33294,8.37341,8.353175,"ChrXR",0.035666,"Collinear","CollinearFR"
"NC_030303.1",8373442,8395942,0.033494,0.015314,0.006962,8.373442,8.395942,8.384692,"ChrXR",0.015314,"Collinear","CollinearFR"
"NC_030303.1",8396001,8414513,-0.105973,-0.060723,-0.022238,8.396001,8.414513,8.405257,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",8414516,8439874,0.078026,0.037557,0.014746,8.414516,8.439874,8.427195,"ChrXR",0.037557,"Collinear","CollinearFR"
"NC_030303.1",8439975,8473946,-0.273329,-0.119037,-0.041426,8.439975,8.473946,8.4569605,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",8474199,8509324,0.07417,0.021953,0.010139,8.474199,8.509324,8.4917615,"ChrXR",0.021953,"Collinear","CollinearFR"
"NC_030303.1",8509365,8552175,-0.154041,-0.046979,-0.021766,8.509365,8.552175,8.53077,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",8552191,8582437,-0.065862,-0.023892,-0.009908,8.552191,8.582437,8.567314,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",8582692,8607295,0.239927,0.080977,0.032275,8.582692,8.607295,8.5949935,"ChrXR",0.080977,"Collinear","CollinearFR"
"NC_030303.1",8607492,8654364,0.025941,0.005438,0.002872,8.607492,8.654364,8.630928,"ChrXR",0.005438,"Collinear","CollinearFR"
"NC_030303.1",8654861,8684746,0.059406,0.01648,0.007809,8.654861,8.684746,8.6698035,"ChrXR",0.01648,"Collinear","CollinearFR"
"NC_030303.1",8684917,8724958,0.199477,0.037619,0.020041,8.684917,8.724958,8.7049375,"ChrXR",0.037619,"Collinear","CollinearFR"
"NC_030303.1",8725394,8766414,0.095821,0.022096,0.012,8.725394,8.766414,8.745904,"ChrXR",0.022096,"Collinear","CollinearFR"
"NC_030303.1",8766630,8820128,-0.018242,-0.002827,-0.001616,8.76663,8.820128,8.793379,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",8820129,8886895,0.04604,0.004456,0.002814,8.820129,8.886895,8.853512,"ChrXR",0.004456,"Collinear",NA
"NC_030303.1",8887338,8945382,0.12828,0.017635,0.010769,8.887338,8.945382,8.91636,"ChrXR",0.017635,"Collinear",NA
"NC_030303.1",8945510,8952605,0.279276,0.212209,0.099718,8.94551,8.952605,8.9490575,"ChrXR",0.212209,"Collinear",NA
"NC_030303.1",8953723,8973760,0.086186,0.025049,0.011939,8.953723,8.97376,8.9637415,"ChrXR",0.025049,"Collinear",NA
"NC_030303.1",8973777,9027620,0.215634,0.038943,0.020903,8.973777,9.02762,9.0006985,"ChrXR",0.038943,"Collinear",NA
"NC_030303.1",9027621,9097521,-0.193664,-0.046444,-0.024685,9.027621,9.097521,9.062571,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9097564,9185312,-0.032099,-0.003961,-0.002295,9.097564,9.185312,9.141438,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9185762,9214152,0.311806,0.067982,0.040716,9.185762,9.214152,9.199957,"ChrXR",0.067982,"Collinear",NA
"NC_030303.1",9214424,9239099,-0.027606,-0.007285,-0.00392,9.214424,9.239099,9.2267615,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9239268,9263394,0.140659,0.065246,0.033209,9.239268,9.263394,9.251331,"ChrXR",0.065246,"Collinear",NA
"NC_030303.1",9263401,9282528,0.087289,0.037601,0.018542,9.263401,9.282528,9.2729645,"ChrXR",0.037601,"Collinear",NA
"NC_030303.1",9282671,9302971,-0.050586,-0.031777,-0.010517,9.282671,9.302971,9.292821,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9303161,9381219,-0.375729,-0.056105,-0.032951,9.303161,9.381219,9.34219,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9381227,9514630,-0.08676,-0.006424,-0.003887,9.381227,9.51463,9.4479285,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9516153,9546135,-0.181402,-0.059544,-0.032249,9.516153,9.546135,9.531144,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9546200,9583152,-0.139409,-0.123926,-0.051851,9.5462,9.583152,9.564676,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9583177,9605677,0.316342,0.126252,0.053329,9.583177,9.605677,9.594427,"ChrXR",0.126252,"Collinear",NA
"NC_030303.1",9605840,9677408,-0.01628,-0.002436,-0.001211,9.60584,9.677408,9.641624,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9677417,9727421,-0.176371,-0.046337,-0.026283,9.677417,9.727421,9.702419,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9727460,9821421,0.161938,0.012921,0.008071,9.72746,9.821421,9.7744405,"ChrXR",0.012921,"Collinear",NA
"NC_030303.1",9821670,9865133,-0.021397,-0.004516,-0.00227,9.82167,9.865133,9.8434015,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9865597,9900017,0.184272,0.033697,0.021595,9.865597,9.900017,9.882807,"ChrXR",0.033697,"Collinear",NA
"NC_030303.1",9900471,9965749,-0.044256,-0.004135,-0.00252,9.900471,9.965749,9.93311,"ChrXR",NA,"Collinear",NA
"NC_030303.1",9965750,10004037,0.042047,0.006366,0.003798,9.96575,10.004037,9.9848935,"ChrXR",0.006366,"Collinear",NA
"NC_030303.1",10004103,10028375,0.122494,0.0456,0.018892,10.004103,10.028375,10.016239,"ChrXR",0.0456,"Collinear",NA
"NC_030303.1",10028461,10098540,-0.079882,-0.013583,-0.007831,10.028461,10.09854,10.0635005,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10098564,10155125,0.044829,0.006939,0.004073,10.098564,10.155125,10.1268445,"ChrXR",0.006939,"Collinear",NA
"NC_030303.1",10155161,10213122,-0.053081,-0.005991,-0.00347,10.155161,10.213122,10.1841415,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10213197,10257509,-0.218488,-0.041548,-0.023003,10.213197,10.257509,10.235353,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10258300,10346639,0.044633,0.004583,0.002626,10.2583,10.346639,10.3024695,"ChrXR",0.004583,"Collinear",NA
"NC_030303.1",10347030,10379085,0.123714,0.032221,0.016587,10.34703,10.379085,10.3630575,"ChrXR",0.032221,"Collinear",NA
"NC_030303.1",10379293,10410962,-0.02452,-0.008068,-0.003517,10.379293,10.410962,10.3951275,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10411000,10443835,-0.10651,-0.036759,-0.015006,10.411,10.443835,10.4274175,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10443858,10473834,-0.154078,-0.060714,-0.024655,10.443858,10.473834,10.458846,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10474129,10501400,0.089904,0.036132,0.019567,10.474129,10.5014,10.4877645,"ChrXR",0.036132,"Collinear",NA
"NC_030303.1",10501872,10536460,0.119573,0.051476,0.028091,10.501872,10.53646,10.519166,"ChrXR",0.051476,"Collinear",NA
"NC_030303.1",10536767,10565057,0.347637,0.140157,0.064624,10.536767,10.565057,10.550912,"ChrXR",0.140157,"Collinear",NA
"NC_030303.1",10565075,10596252,0.119262,0.044367,0.025526,10.565075,10.596252,10.5806635,"ChrXR",0.044367,"Collinear",NA
"NC_030303.1",10596336,10620321,-0.170642,-0.0759,-0.029921,10.596336,10.620321,10.6083285,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10620849,10663177,-0.046678,-0.014408,-0.007142,10.620849,10.663177,10.642013,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10664869,10691808,0.076344,0.027822,0.013038,10.664869,10.691808,10.6783385,"ChrXR",0.027822,"Collinear",NA
"NC_030303.1",10691874,10707126,0.277678,0.220494,0.103825,10.691874,10.707126,10.6995,"ChrXR",0.220494,"Collinear",NA
"NC_030303.1",10707185,10756609,0.080595,0.035293,0.016906,10.707185,10.756609,10.731897,"ChrXR",0.035293,"Collinear",NA
"NC_030303.1",10757671,10790101,0.027741,0.008944,0.003772,10.757671,10.790101,10.773886,"ChrXR",0.008944,"Collinear",NA
"NC_030303.1",10790176,10813072,0.019015,0.003889,0.002314,10.790176,10.813072,10.801624,"ChrXR",0.003889,"Collinear",NA
"NC_030303.1",10813104,10837558,0.082176,0.015929,0.009447,10.813104,10.837558,10.825331,"ChrXR",0.015929,"Collinear",NA
"NC_030303.1",10837733,10862910,0.168718,0.064289,0.02792,10.837733,10.86291,10.8503215,"ChrXR",0.064289,"Collinear",NA
"NC_030303.1",10863591,10894889,-0.02447,-0.007191,-0.002833,10.863591,10.894889,10.87924,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10894890,10928382,0.134043,0.047917,0.022003,10.89489,10.928382,10.911636,"ChrXR",0.047917,"Collinear",NA
"NC_030303.1",10928510,10946440,0.359722,0.194019,0.072642,10.92851,10.94644,10.937475,"ChrXR",0.194019,"Collinear",NA
"NC_030303.1",10946461,10963450,-0.143772,-0.050934,-0.021889,10.946461,10.96345,10.9549555,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10963700,10985207,-0.175233,-0.090377,-0.036377,10.9637,10.985207,10.9744535,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10985209,10998881,-0.015132,-0.010465,-0.003916,10.985209,10.998881,10.992045,"ChrXR",NA,"Collinear",NA
"NC_030303.1",10998938,11021025,-0.247834,-0.088563,-0.037451,10.998938,11.021025,11.0099815,"ChrXR",NA,"Collinear",NA
"NC_030303.1",11021066,11057226,-0.029019,-0.008355,-0.004007,11.021066,11.057226,11.039146,"ChrXR",NA,"Collinear",NA
"NC_030303.1",11057245,11078382,0.028403,0.011729,0.004447,11.057245,11.078382,11.0678135,"ChrXR",0.011729,"Collinear",NA
"NC_030303.1",11078585,11143617,-0.135123,-0.017932,-0.011829,11.078585,11.143617,11.111101,"ChrXR",NA,"Collinear",NA
"NC_030303.1",11143633,11203203,-0.08905,-0.011796,-0.007557,11.143633,11.203203,11.173418,"ChrXR",NA,"Collinear",NA
"NC_030303.1",11203232,11237242,-0.04422,-0.012088,-0.006526,11.203232,11.237242,11.220237,"ChrXR",NA,"Collinear",NA
"NC_030303.1",11237564,11277683,0.085184,0.019759,0.011979,11.237564,11.277683,11.2576235,"ChrXR",0.019759,"Collinear",NA
"NC_030303.1",11277919,11304540,0.171113,0.049152,0.030341,11.277919,11.30454,11.2912295,"ChrXR",0.049152,"Collinear",NA
"NC_030303.1",11304892,11332953,0.015581,0.00546,0.003046,11.304892,11.332953,11.3189225,"ChrXR",0.00546,"Collinear",NA
"NC_030303.1",11333099,11354301,-0.120922,-0.0313,-0.017141,11.333099,11.354301,11.3437,"ChrXR",NA,"Collinear",NA
"NC_030303.1",11354386,11390913,0.132941,0.024229,0.011935,11.354386,11.390913,11.3726495,"ChrXR",0.024229,"Inverted","Inverted"
"NC_030303.1",11391027,11451261,0.165449,0.034368,0.019069,11.391027,11.451261,11.421144,"ChrXR",0.034368,"Inverted","Inverted"
"NC_030303.1",11451754,11487384,0.026272,0.006204,0.003753,11.451754,11.487384,11.469569,"ChrXR",0.006204,"Inverted","Inverted"
"NC_030303.1",11487426,11541417,0.11484,0.029116,0.016678,11.487426,11.541417,11.5144215,"ChrXR",0.029116,"Inverted","Inverted"
"NC_030303.1",11541551,11577172,0.044676,0.009865,0.004857,11.541551,11.577172,11.5593615,"ChrXR",0.009865,"Inverted","Inverted"
"NC_030303.1",11577357,11611038,0.1241,0.030473,0.015963,11.577357,11.611038,11.5941975,"ChrXR",0.030473,"Inverted","Inverted"
"NC_030303.1",11611177,11634338,-0.088068,-0.025734,-0.014181,11.611177,11.634338,11.6227575,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",11634383,11680416,0.06838,0.014633,0.00706,11.634383,11.680416,11.6573995,"ChrXR",0.014633,"Inverted","Inverted"
"NC_030303.1",11680451,11718340,-0.061573,-0.013847,-0.00721,11.680451,11.71834,11.6993955,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",11718400,11751307,-0.098131,-0.02314,-0.011294,11.7184,11.751307,11.7348535,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",11751312,11791190,0.116571,0.022475,0.012463,11.751312,11.79119,11.771251,"ChrXR",0.022475,"Inverted","Inverted"
"NC_030303.1",11791964,11830805,-0.058326,-0.012768,-0.006218,11.791964,11.830805,11.8113845,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",11830999,11868714,0.145584,0.034479,0.017194,11.830999,11.868714,11.8498565,"ChrXR",0.034479,"Inverted","Inverted"
"NC_030303.1",11868738,11895496,-0.130488,-0.042533,-0.023595,11.868738,11.895496,11.882117,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",11896639,11929560,0.139797,0.039464,0.021148,11.896639,11.92956,11.9130995,"ChrXR",0.039464,"Inverted","Inverted"
"NC_030303.1",11930470,11963653,-0.038991,-0.009695,-0.004565,11.93047,11.963653,11.9470615,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",11963656,11995718,-0.023077,-0.006019,-0.002914,11.963656,11.995718,11.979687,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",11995935,12017524,-0.007807,-0.002249,-0.00114,11.995935,12.017524,12.0067295,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12017750,12037377,0.076526,0.021286,0.011189,12.01775,12.037377,12.0275635,"ChrXR",0.021286,"Inverted","Inverted"
"NC_030303.1",12037916,12063887,-0.059201,-0.012604,-0.007307,12.037916,12.063887,12.0509015,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12063932,12083236,-0.039614,-0.01525,-0.007291,12.063932,12.083236,12.073584,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12083278,12106446,-0.061992,-0.02161,-0.01019,12.083278,12.106446,12.094862,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12106498,12136421,-0.077532,-0.020428,-0.00923,12.106498,12.136421,12.1214595,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12136918,12164454,0.11012,0.035545,0.018071,12.136918,12.164454,12.150686,"ChrXR",0.035545,"Inverted","Inverted"
"NC_030303.1",12165110,12191213,0.019136,0.005034,0.0026,12.16511,12.191213,12.1781615,"ChrXR",0.005034,"Inverted","Inverted"
"NC_030303.1",12191268,12220788,-0.254493,-0.071894,-0.035369,12.191268,12.220788,12.206028,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12221087,12273239,-0.131741,-0.012564,-0.008633,12.221087,12.273239,12.247163,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12273441,12328035,0.032282,0.005722,0.003125,12.273441,12.328035,12.300738,"ChrXR",0.005722,"Inverted","Inverted"
"NC_030303.1",12328342,12352647,0.035726,0.009125,0.004619,12.328342,12.352647,12.3404945,"ChrXR",0.009125,"Inverted","Inverted"
"NC_030303.1",12352654,12378845,-0.026529,-0.007873,-0.003866,12.352654,12.378845,12.3657495,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12378848,12407036,-0.271452,-0.065291,-0.035172,12.378848,12.407036,12.392942,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12407422,12441140,0.201301,0.047786,0.026287,12.407422,12.44114,12.424281,"ChrXR",0.047786,"Inverted","Inverted"
"NC_030303.1",12441424,12465243,-0.070688,-0.013572,-0.007945,12.441424,12.465243,12.4533335,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12465396,12492394,0.119807,0.049917,0.025704,12.465396,12.492394,12.478895,"ChrXR",0.049917,"Inverted","Inverted"
"NC_030303.1",12492411,12516486,-0.003971,-0.001473,-0.000648,12.492411,12.516486,12.5044485,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12516488,12537648,0.294947,0.083528,0.042361,12.516488,12.537648,12.527068,"ChrXR",0.083528,"Inverted","Inverted"
"NC_030303.1",12537649,12562154,0.252708,0.071411,0.041075,12.537649,12.562154,12.5499015,"ChrXR",0.071411,"Inverted","Inverted"
"NC_030303.1",12562183,12595045,-0.089764,-0.018036,-0.010357,12.562183,12.595045,12.578614,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12595061,12622085,0.229302,0.054078,0.027544,12.595061,12.622085,12.608573,"ChrXR",0.054078,"Inverted","Inverted"
"NC_030303.1",12622142,12652210,0.064384,0.014723,0.008747,12.622142,12.65221,12.637176,"ChrXR",0.014723,"Inverted","Inverted"
"NC_030303.1",12652407,12678821,-0.192825,-0.074144,-0.030915,12.652407,12.678821,12.665614,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12678851,12713162,0.07169,0.026505,0.013993,12.678851,12.713162,12.6960065,"ChrXR",0.026505,"Inverted","Inverted"
"NC_030303.1",12713181,12756315,-0.071163,-0.019019,-0.00921,12.713181,12.756315,12.734748,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12756534,12777776,-0.011887,-0.004006,-0.002324,12.756534,12.777776,12.767155,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12777792,12811853,0.323007,0.071333,0.03896,12.777792,12.811853,12.7948225,"ChrXR",0.071333,"Inverted","Inverted"
"NC_030303.1",12811858,12842565,0.172632,0.05299,0.02377,12.811858,12.842565,12.8272115,"ChrXR",0.05299,"Inverted","Inverted"
"NC_030303.1",12843009,12866600,0.219499,0.064148,0.033927,12.843009,12.8666,12.8548045,"ChrXR",0.064148,"Inverted","Inverted"
"NC_030303.1",12866717,12916215,0.021768,0.004142,0.001917,12.866717,12.916215,12.891466,"ChrXR",0.004142,"Inverted","Inverted"
"NC_030303.1",12916646,12971552,-0.216288,-0.030375,-0.016517,12.916646,12.971552,12.944099,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",12971660,13024894,-0.036389,-0.00605,-0.00293,12.97166,13.024894,12.998277,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13026256,13069899,0.008892,0.00174,0.000868,13.026256,13.069899,13.0480775,"ChrXR",0.00174,"Inverted","Inverted"
"NC_030303.1",13069905,13122244,0.397787,0.053881,0.032411,13.069905,13.122244,13.0960745,"ChrXR",0.053881,"Inverted","Inverted"
"NC_030303.1",13122289,13192912,-0.027942,-0.003972,-0.001917,13.122289,13.192912,13.1576005,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13192944,13226529,0.066135,0.019782,0.00858,13.192944,13.226529,13.2097365,"ChrXR",0.019782,"Inverted","Inverted"
"NC_030303.1",13226556,13250981,0.195608,0.070098,0.034086,13.226556,13.250981,13.2387685,"ChrXR",0.070098,"Inverted","Inverted"
"NC_030303.1",13251014,13276658,-0.017244,-0.004427,-0.002533,13.251014,13.276658,13.263836,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13277299,13304817,0.126737,0.047464,0.019927,13.277299,13.304817,13.291058,"ChrXR",0.047464,"Inverted","Inverted"
"NC_030303.1",13305045,13338383,0.000507,0.000132,6.8e-05,13.305045,13.338383,13.321714,"ChrXR",0.000132,"Inverted","Inverted"
"NC_030303.1",13338478,13375225,0.187051,0.061574,0.027681,13.338478,13.375225,13.3568515,"ChrXR",0.061574,"Inverted","Inverted"
"NC_030303.1",13375349,13411555,0.070787,0.014709,0.008508,13.375349,13.411555,13.393452,"ChrXR",0.014709,"Inverted","Inverted"
"NC_030303.1",13412000,13450330,0.228054,0.055438,0.023499,13.412,13.45033,13.431165,"ChrXR",0.055438,"Inverted","Inverted"
"NC_030303.1",13450336,13484863,-0.191644,-0.046307,-0.019358,13.450336,13.484863,13.4675995,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13484929,13519480,-0.017221,-0.005156,-0.002126,13.484929,13.51948,13.5022045,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13519510,13552833,0.076027,0.023445,0.011491,13.51951,13.552833,13.5361715,"ChrXR",0.023445,"Inverted","Inverted"
"NC_030303.1",13552858,13586806,-0.071947,-0.021774,-0.010749,13.552858,13.586806,13.569832,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13586871,13608773,0.067584,0.028194,0.011248,13.586871,13.608773,13.597822,"ChrXR",0.028194,"Inverted","Inverted"
"NC_030303.1",13608878,13630457,-0.057741,-0.022695,-0.010041,13.608878,13.630457,13.6196675,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13631068,13672359,-0.019774,-0.005548,-0.002431,13.631068,13.672359,13.6517135,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13673735,13706420,0.01945,0.005975,0.002729,13.673735,13.70642,13.6900775,"ChrXR",0.005975,"Inverted","Inverted"
"NC_030303.1",13706422,13735531,0.077908,0.03277,0.015598,13.706422,13.735531,13.7209765,"ChrXR",0.03277,"Inverted","Inverted"
"NC_030303.1",13735539,13748209,0.07072,0.028403,0.015409,13.735539,13.748209,13.741874,"ChrXR",0.028403,"Inverted","Inverted"
"NC_030303.1",13748225,13789389,0.121109,0.046392,0.023718,13.748225,13.789389,13.768807,"ChrXR",0.046392,"Inverted","Inverted"
"NC_030303.1",13789431,13828820,0.143191,0.056524,0.031711,13.789431,13.82882,13.8091255,"ChrXR",0.056524,"Inverted","Inverted"
"NC_030303.1",13828903,13871808,-0.152644,-0.049772,-0.025841,13.828903,13.871808,13.8503555,"ChrXR",NA,"Inverted","Inverted"
"NC_030303.1",13871811,13914477,0.269112,0.08553,0.042535,13.871811,13.914477,13.893144,"ChrXR",0.08553,"Inverted","Inverted"
"NC_030303.1",13914492,13948941,0.107302,0.042589,0.02045,13.914492,13.948941,13.9317165,"ChrXR",0.042589,"Inverted","Inverted"
"NC_030303.1",13948979,13978421,0.013719,0.004748,0.002532,13.948979,13.978421,13.9637,"ChrXR",0.004748,"Inverted","Inverted"
"NC_030303.1",13978423,13994166,-0.279118,-0.177939,-0.076449,13.978423,13.994166,13.9862945,"ChrXR",NA,"Inverted","Inverted"
